10000000000000000000, 0.29000000000000004
11011000001101111000, 0.17999999999999997
11111010011111111111, 0.13000000000000006
10100111110010000111, 0.13999999999999999
10000000000000010000, 0.010000000000000004
11111111111111101111, 0.04000000000000001
10000101100000000000, 0.13
10100111110010010111, 0.03000000000000001
11011000001101101000, 0.010000000000000004
11011101101101111000, 0.03000000000000001
10000101100000010000, 0.010000000000000004
10000000000000000000|01111111111111111111|01111010011111111111, 0.27586206896551735
10000000000000000000|01111111111111111111|01011000001101111000, 0.5862068965517239
10000000000000000000|01111111111111111111|01011000001101101000, 0.10344827586206894
10000000000000000000|01111111111111111111|01011101101101101000, 0.03448275862068967
00000101100000000000|01111010011111111111|01011000001101101000, 0.375
00000101100000000000|01111010011111111111|01111010011111101111, 0.12500000000000003
00000101100000000000|01111010011111111111|01011000001101111000, 0.49999999999999994
01111010011111111111|00000101100000000000|00000100000000000000, 1.0
01011000001101101000|00100010010010010111|00100010010010000111, 1.0
00100010010010010111|01011000001101101000|01010000001101001000, 1.0
00000100000000000000|00000001100000000000|00000001000000000000, 1.0
00000000000000010000|00100010010010000111|00100010010010000011, 1.0
00001000000000100000|01010000001101001000|01010000001100001000, 1.0
01010000001101001000|00001000000000100000|00001000000000000000, 1.0
00000000000000000100|00100010010010000011|00100010000010000011, 1.0
00000000000001000000|01010000001100001000|01000000001100000000, 0.24000000000000005
00000000000001000000|01010000001100001000|01010000001100000000, 0.7300000000000001
00000000000001000000|01010000001100001000|01000000001100001000, 0.03000000000000001
00000000010000000000|00100010000010000011|00100010000010000010, 1.0
00010000000000001000|01000000001100000000|01000000000000000000, 0.12500000000000003
00010000000000001000|01000000001100000000|01000000001000000000, 0.5416666666666666
00010000000000001000|01000000001100000000|01000000000100000000, 0.33333333333333337
01000000001100000000|00010000000000001000|00010000000000000000, 1.0
00000000000000000001|00100010000010000010|00100000000000000000, 1.0
01000000000000000000|00000000001100000000|00000000001000000000, 1.0
00100000000000000000|00000010000010000010|00000010000000000010, 0.99
00100000000000000000|00000010000010000010|00000010000000000000, 0.010000000000000004
00000000000010000000|00000010000000000010|00000010000000000000, 1.0
00100111110010000111|11011000001101111000|10000000000000000000, 0.7777777777777778
00100111110010000111|11011000001101111000|10000000000000010000, 0.22222222222222224
11011000001101111000|00100111110010000111|00100010010010000111, 1.0
10000000000000000000|01011000001101111000|01011000001101101000, 1.0
00000101100000000000|00100010010010000111|00100010010010000011, 1.0
00100010010010000111|00000101100000000000|00000100000000000000, 1.0
00000000000000010000|01011000001101101000|01010000001101001000, 1.0
00000000000100000000|01000000001000000000|01000000000000000000, 1.0
00000101100000000000|11111010011111111111|10100010010010010111, 0.1538461538461538
00000101100000000000|11111010011111111111|10000000000000010000, 0.07692307692307693
00000101100000000000|11111010011111111111|10000000000000000000, 0.23076923076923073
